9,1,42
1,1,52
0,8,18104327960902839288
8,1,54
4,8,3083209734741144092
6,1,71
3,8,15234037758352913080
5,1,85
2,1,30
9,1,124
1,1,88
0,8,845560728289432957
8,1,56
4,8,12909104052286032056
7,1,41
6,1,109
3,8,18429530687386856223
5,1,65
2,1,109
9,1,62
1,1,54
0,8,16980784376111018188
8,1,79
4,8,5732852239530089579
7,1,70
6,1,126
3,8,15139480175335157993
5,1,1
2,1,122
9,1,93
1,1,33
0,8,899928968760687148
8,1,115
4,8,10849267471409164242
7,1,101
3,8,15439134277209750241
6,1,53
5,1,106
2,1,20
9,1,40
1,1,52
0,8,325512387675211257
8,1,87
4,8,2171878157357774835
7,1,15
3,8,755309164827646845
6,1,47
5,1,62
2,1,16
9,1,23
1,1,103
0,8,14116165641959015928
8,1,2
4,8,17302190064261874785
7,1,63
3,8,8495974736657177927
6,1,90
5,1,100
2,1,109
9,1,54
1,1,7
0,8,6732400183182612280
8,1,94
4,8,2806429088334547910
7,1,75
4,3,1562320337
4,3,1364714519
3,3,894247499
3,3,942424335
5,3,163904325
7,3,1096063841
8,8,6083757629280520042
2,8,16719547302974652740
9,8,2209505962307575322
6,1,10
0,3,838753972
1,1,107
4,3,256264445
5,3,2036904291
7,3,688260922
8,8,5970996288375637018
3,3,1821200478
9,8,5835085866215485095
2,8,7011309281880488761
6,1,21
0,3,1427592168
1,1,25
4,3,841162392
5,3,181738540
7,3,866850770
8,8,7214106408699740965
3,3,1998535205
9,8,2637402653002329552
2,8,8506558653459883
6,1,65
0,3,1916724131
1,1,3
4,3,1774681541
5,3,1051346507
5,3,1479397472
6,3,90168619
5,3,1600742661
6,3,9335378
1,3,1093330331
8,8,5590786312260219380
9,1,119
3,8,9382922383238748359
1,3,251669372
4,1,81
0,8,5693614700725269726
7,3,282236090
2,8,5763491408335752440
8,8,17460583373478189718
9,1,118
5,3,2082222813
3,8,6566154463031507899
6,3,369400271
0,8,8384191054771097233
4,1,12
7,3,481057425
1,3,670147202
2,8,12480591276137806764
8,8,4963325745288695290
9,1,0
5,3,1011367770
3,8,1038051836979157429
6,3,1183378391
4,1,3
0,8,8059667394627389150
7,3,1091185574
1,3,449674440
8,8,16237157520471851434
2,8,15020708985235857253
5,3,2002727677
9,1,97
3,8,11973247938919565591
6,3,513139803
4,1,52
0,8,2981723458103876690
7,3,105975555
1,3,968139621
8,8,10357437212699512141
2,8,4764838262732957736
5,3,203268653
9,1,28
3,8,4248261857691508937
6,3,13305728
4,1,67
0,8,9750248806202270565
7,3,319129128
1,3,816350180
2,8,8876891453579255756
8,8,5250974752659621315
5,3,966198317
9,1,111
3,8,13802972750648699789
6,3,2085371279
4,1,108
0,8,5047163003845494871
7,3,373235210
1,3,682900997
2,8,7321483071932816868
8,8,5200981541948716579
5,3,1603155015
9,1,4
3,8,10246241929714516248
6,3,493418588
4,1,42
0,8,186695210565211427
7,3,1740230982
1,3,397844834
8,8,7640247048983837027
1,3,1135608489
8,8,15409463518499195212
1,3,1254531893
6,3,355407123
4,8,5031284711620363807
7,3,601444350
3,1,72
9,1,9
2,8,6367311165030844944
0,1,11
5,8,9811617645135351211
6,3,40527807
4,8,11911049000159302276
7,3,1774564773
8,8,17464375187203543715
3,1,57
9,1,76
1,3,501896414
2,8,3730829760567487515
0,1,78
5,8,16969366220612455795
6,3,1592287839
4,8,11410801183399339934
7,3,1109143484
8,8,17610408825552900591
3,1,13
1,3,998398949
2,8,4160275058260973126
0,1,112
5,8,17541610805127407643
6,3,1874701621
4,8,581106407567265738
7,3,1265591316
8,8,12358052191828764765
3,1,111
9,1,93
1,3,1598244693
2,8,2449200658494241505
0,1,74
5,8,4540932331671336705
4,8,415834974514212632
6,3,993098380
7,3,1949812816
8,8,2166590641280515012
3,1,89
9,1,54
1,3,1993554711
2,8,14879736889225191740
0,1,126
5,8,5369069882127436653
4,8,15770377972249091446
6,3,938920127
7,3,1260043583
8,8,9858478945952243547
3,1,93
9,1,64
1,3,1759434233
0,1,67
2,8,14787763780109349986
5,8,1184281741866627144
4,8,9325568648592090100
6,3,1756557552
7,3,233988584
3,1,66
8,8,5465496640572371825
9,1,82
1,3,625709282
0,1,40
2,8,7111902178591010485
5,8,13770205393098138347
4,8,12797021881317098929
7,3,559223233
6,3,1094814082
3,1,12
8,8,2555013938960046459
9,1,101
1,3,2094787461
0,1,23
2,8,3637060108078603015
5,8,3076097112320078027
4,8,1830782260890986138
7,3,44912182
6,3,1812150315
3,1,68
8,8,15299723429097474139
9,1,68
1,3,830243455
0,1,17
2,8,1066385134158339330
5,8,3056120930347048372
4,8,17492518933809188217
6,3,668505908
7,3,2089389387
8,8,7516928610302930862
3,1,61
9,1,14
1,3,1740508145
0,1,107
2,8,17431391633074571528
5,8,2077891528807924915
4,8,9754720309704001297
7,3,1809708616
6,3,1719885950
8,8,2233966412649455159
3,1,75
9,1,46
1,3,1791345584
0,1,68
2,8,2677314199476462175
5,8,12662437423051106208
4,8,14120660570064453961
7,3,409854060
6,3,1494446142
8,8,7416419464422814402
3,1,114
9,1,39
1,3,374619413
0,1,40
2,8,2135883284159927125
5,8,14435877905180329791
4,8,12847718111902720120
7,3,536517801
6,3,410748425
8,8,3282601582561256536
3,1,34
9,1,120
1,3,1119099258
0,1,27
2,8,12492860023956376862
5,8,15374495927196070877
4,8,8533163897729372249
7,3,1095662887
6,3,119147974
8,8,4906504646225911712
3,1,86
1,3,1828754466
9,1,3
0,1,113
2,8,14762030765854834401
5,8,15469901666962777553
4,8,12313275081458770550
7,3,562313921
6,3,941815863
8,8,17508925428981430820
3,1,61
1,3,2107222724
9,1,39
0,1,15
2,8,18018154035098353588
5,8,17104438173307675763
4,8,3763152257495504298
7,3,1933301357
6,3,1392398408
8,8,8003379861423542653
3,1,126
1,3,877772918
9,1,54
0,1,82
2,8,8698392541640831506
5,8,6033550185212172754
4,8,7923649929194327527
7,3,762951229
6,3,819063213
8,8,17582960438856611237
3,1,24
1,3,1400520043
9,1,9
0,1,108
2,8,1519037617645955593
5,8,1457301629600392749
4,8,9644709173870220586
7,3,1839692683
6,3,498968938
8,8,5326115943515798664
3,1,11
1,3,1685201853
9,1,58
0,1,3
2,8,16785553851959851920
0,1,53
1,8,9036733941249515869
9,8,11006901608988558780
0,1,16
1,8,11671698195872415696
9,8,7300585099220146519
4,8,13407103248285639209
4,8,9169382166619446723
3,8,8214209283503121043
5,8,826106036096097138
6,8,9642924222074833841
2,8,9280937108358953482
7,3,205033079
8,1,65
0,1,102
1,8,7323053561126260840
9,8,9508875859872142459
3,8,6017490252095590285
4,8,6806066405759525861
5,8,11136951084025131649
6,8,11468573343771739499
2,8,9064680089210642003
7,3,263214436
8,1,9
0,1,34
1,8,16355906720602549195
9,8,16675097706649028982
3,8,14969386004305291371
4,8,17147312719024332122
5,8,17889058151589115389
6,8,7705981626225081744
2,8,6151625260233188445
7,3,1385526876
8,1,78
0,1,121
1,8,68511613588408534
9,8,16472640396227304132
3,8,4909144260280986059
4,8,8356349454400710119
5,8,639036568626799693
2,8,352777348974005487
7,3,76700429
8,1,31
0,1,127
1,8,508605670003500053
9,8,7711519838064339763
3,8,5634407624704795609
4,8,13731190658884279351
5,8,18382615718098153657
6,8,3401489921763690690
2,8,7167497292117954078
7,3,324039891
8,1,99
0,1,74
1,8,17234172270602780719
9,8,10857327456358864165
3,8,8378319886489285916
4,8,15879658124819549657
5,8,5793259937153896417
6,8,17127148905313019162
2,8,4895626570661734257
8,1,46
7,3,1723928250
0,1,56
1,8,16557002281521867936
9,8,6883668393592327436
3,8,16688428086484715261
4,8,14301155528804927073
5,8,5041144514468854578
6,8,11818538421173102298
2,8,9738107011402467453
8,1,6
7,3,1127500551
0,1,90
1,8,12016340457929199815
9,8,13052842979200652132
3,8,17786183730971063613
4,8,7611411725471009810
5,8,5324787794117478111
2,8,14442624367065986337
6,8,7042606154970582063
8,1,25
7,3,1169140671
0,1,9
1,8,9511451986177725567
9,8,18408970339027821826
3,8,7366730912670156245
4,8,15574345617979700362
5,8,10794169773260891676
2,8,6274142405219912805
6,8,5355047131884307976
8,1,106
7,3,1306577761
0,1,9
1,8,7891126211522503600
9,8,15115493883703293284
3,8,8237766512263303339
4,8,5476093963533135190
5,8,2213452087558466823
2,8,150198317392105136
6,8,3941364366975563697
8,1,74
7,3,1460706142
0,1,100
1,8,7002554215684223591
9,8,5993401482629623382
3,8,1180045112340342405
4,8,12016396442553339796
5,8,8064499295198262623
2,8,15900915724443695614
6,8,13236652411714928030
8,1,82
7,3,739827058
0,1,105
1,8,6897109425679357906
9,8,16556702508425604092
3,8,7785894264513786187
4,8,4983737569046641875
5,8,13021268728581602142
6,8,15987712274804512261
2,8,17440949450430006001
8,1,90
7,3,441234780
0,1,68
1,8,1548121582199730694
9,8,11673688496227218227
3,8,2259436936822200564
4,8,2845426895647285104
5,8,13290526603292557336
6,8,17319970071932841987
2,8,3331393973035450158
8,1,39
7,3,76689737
0,1,110
1,8,5254796480704925884
9,8,16403658800428114839
3,8,7088377520395264267
5,8,8654071815448854188
4,8,9735415550579647710
6,8,3575092496191976914
2,8,12718673247221478177
8,1,79
7,3,558385205
0,1,91
1,8,16694322051836225159
9,8,9707124470228792284
5,8,5055282437753066883
4,8,1695914070372983566
6,8,16046693401098179098
2,8,9197874660688087042
8,1,17
7,3,163278060
0,1,100
1,8,12898973034085258101
9,8,15781120248220887001
3,8,16181900432708318370
5,8,16713523481971651919
6,8,10273638532110658504
2,8,13757139444972842176
8,1,94
7,3,1180437368
0,1,16
1,8,6482936760195337972
9,8,10871380668729772848
3,8,15362492644291689700
4,8,14677538978196502139
5,8,6784679624477958011
2,8,15706781931292535174
6,8,12090772471423243310
8,1,50
7,3,407741710
0,1,23
1,8,12756623275511071384
9,8,9573058135409979594
3,8,11918331092314108404
4,8,2630742380262119700
5,8,6336612496362866795
2,8,7096389812945616002
6,8,17498482917671061281
8,1,41
7,3,2033129311
0,1,66
1,8,9952566428246382888
9,8,14564991381528426934
3,8,3327853809052995093
4,8,15467266471297261554
5,8,2344792022452637225
6,8,11302638330266010820
2,8,17576782399994118553
7,3,315109143
8,1,77
0,1,105
1,8,6454461223055754411
9,8,6493553372534914879
3,8,16246567274713696939
4,8,6380856094592945412
5,8,16885342719132506305
6,8,14790057105384532568
2,8,14981885880019828965
7,3,70752757
8,1,29
0,1,50
1,8,572905978664304818
9,8,4578795879220527148
3,8,6159967458738499773
4,8,10487459087785279115
5,8,3293280694306024453
2,8,5248204869157305040
6,8,7396474426845338819
7,3,1290999125
8,1,82
0,1,72
9,8,16628715902087362837
3,8,14324746373857716661
5,8,5862054690339519065
4,8,9733346914363860413
2,8,431656713392528166
6,8,784936527728062480
7,3,924817884
8,1,68
0,3,449989716
5,1,29
6,8,5728379789285911794
1,8,11827666441704917622
4,3,357391892
3,8,12992568561342189212
0,3,611996401
8,1,106
7,3,59489520
2,3,592521104
9,1,69
5,1,36
6,8,10891587416217304850
1,8,13420457593127201023
4,3,1505621378
3,8,10820636185294848844
0,3,2072933551
8,1,35
7,3,1628902891
2,3,967325836
9,1,35
5,1,5
1,8,4641815491347084340
6,8,2123964562467503736
4,3,866454572
3,8,1008958871558458775
0,3,293595969
8,1,37
7,3,18939009
2,3,398596140
9,1,73
5,1,1
1,8,12871366614420468239
6,8,14480131766685313877
4,3,1875975056
3,8,5058490439777411616
0,3,435138376
8,1,78
7,3,877588158
2,3,286491616
9,1,39
5,1,50
1,8,8234438432093812557
6,8,2401776813284322039
3,8,3987659632092260287
4,3,1641988641
0,3,1092645494
8,1,24
7,3,1006397516
2,3,230385991
9,1,93
5,1,47
1,8,7215957136027663161
6,8,18387432717769874432
3,8,11685987502665485363
4,3,1496943908
0,3,625006437
8,1,87
7,3,1995105162
2,3,626515524
9,1,4
5,1,36
1,8,2977874211434176480
6,8,14052674058309049450
3,8,17876230162157093192
4,3,1440388433
0,3,2081839567
8,1,54
7,3,1034022225
2,3,779943115
9,1,70
1,8,3855044824516386192
5,1,71
6,8,5252333792431486250
3,8,6006540843782322617
4,3,1345584323
0,3,1174725377
8,1,83
7,3,864691708
2,3,787191321
5,1,41
1,8,15246630233278326848
6,8,1661802987534380294
3,8,15042782123035607653
4,3,1523093672
0,3,1116535579
8,1,127
7,3,650068405
2,3,799066331
9,1,63
5,1,94
1,8,4876668464924279897
6,8,1169823628138760838
3,8,998422896794728273
4,3,469519253
0,3,1547834872
8,1,123
7,3,2029371613
2,3,1642314700
9,1,75
1,8,12504521791188694967
5,1,87
6,8,18036245284079271063
3,8,17134973351890479798
4,3,856161047
0,3,641991737
8,1,109
7,3,1644411189
2,3,598854061
9,1,14
5,1,12
1,8,11178315459482192425
6,8,7592607059945228000
4,3,746095310
3,8,6167126544534678262
0,3,742337657
8,1,72
7,3,322499888
2,3,24873647
9,1,41
5,1,59
1,8,9898288753821326888
6,8,17977541064277194355
4,3,1922340372
3,8,9487398995004731992
0,3,1950111224
8,1,64
7,3,1217777434
2,3,1059148112
9,1,40
5,1,17
6,8,17937190795086555525
1,8,9720757172270032696
4,3,1701297308
3,8,16074762116954259201
0,3,1451047291
8,1,50
7,3,757915023
2,3,1477597192
9,1,37
5,1,107
6,8,16141282479424427897
1,8,11634575312946065327
4,3,646493688
3,8,10435876426244923771
0,3,1412348366
8,1,115
7,3,244535588
2,3,819879722
9,1,17
5,1,118
6,8,15727460674306473990
1,8,13977410378611837312
4,3,655276836
3,8,15734621419597656393
0,3,1360504356
8,1,4
2,3,1988040076
7,3,509826834
9,1,9
5,1,18
6,8,7275889119140993137
1,8,12391541941110250064
4,3,375789014
3,8,7810833548287196854
0,3,597615059
8,1,120
2,3,541488108
7,3,1271171833
9,1,88
5,1,1
6,8,13937228553015134316
1,8,4789852558549888483
4,3,1209216141
3,8,12823911994083004046
8,1,27
0,3,1183578356
2,3,359835313
7,3,299537477
5,1,13
6,8,10127159004415913518
1,8,1824249797910334501
4,3,316889931
3,8,15467135289357426541
8,1,64
0,3,904465420
2,3,390929558
7,3,20460013
9,1,71
5,1,32
6,8,1041076060126948247
1,8,12527281473564308522
4,3,1722743252
3,8,6702108856354161427
0,3,376855897
8,1,111
2,3,94755342
7,3,1735166660
9,1,90
5,1,19
6,8,13490521286056317891
1,8,8421927580979052737
4,3,422947390
0,3,382796223
8,1,113
2,3,1134446987
7,3,1206233349
9,1,57
5,1,59
6,8,8844184908570588188
1,8,8496181936995500065
4,3,1302451421
3,8,6003408123820577946
0,3,1734408834
8,1,26
2,3,1575929529
7,3,2016112294
9,1,121
5,1,88
6,8,12193941267325987047
1,8,6430924854802756700
4,3,2083874619
3,8,7953649832439634650
8,1,71
0,3,703803752
2,3,999931470
7,3,1514801465
9,1,37
6,8,2980078019397300503
5,1,114
1,8,7570562621606538091
4,3,1940158434
3,8,8138723092522826734
8,1,118
0,3,1646154704
2,3,858526133
7,3,1863198119
5,1,86
6,8,6607147206050708693
1,8,13098745783552082486
3,8,35058743405611642
4,3,121193549
8,1,60
0,3,161015204
2,3,1606238043
7,3,1597830206
9,1,109
5,1,49
6,8,17801303258817402938
1,8,3236130281211725271
3,8,1074001803094688501
4,3,414130457
8,1,82
0,3,1925819962
2,3,1266671082
7,3,2052774091
6,8,1043957730269936909
5,1,44
1,8,533260720921619151
3,3,1162640082
4,1,110
7,1,17
8,3,181364145
3,3,2072725046
4,1,15
8,3,1681414267
7,1,27
0,3,1870872492
0,3,1227972008
1,1,18
2,1,95
9,3,262732922
5,8,3232825963325196865
6,3,2104265989
3,3,813908159
8,3,1354443570
4,1,123
7,1,89
0,3,951693625
1,1,49
2,1,60
9,3,1641042031
6,3,519692188
5,8,12279406372028875426
3,3,373655582
8,3,187469214
4,1,61
7,1,92
0,3,1146662606
1,1,126
2,1,80
9,3,198560647
6,3,315664569
5,8,8727542443068417200
3,3,106382383
8,3,1554074843
4,1,63
7,1,45
0,3,1864894936
1,1,41
9,3,594963487
2,1,2
6,3,795037656
5,8,5451604333102481259
3,3,963245251
8,3,398113737
7,1,9
4,1,13
1,1,82
9,3,827758020
2,1,35
6,3,1320206837
5,8,12892345277870238526
3,3,2097137791
8,3,122430143
7,1,101
4,1,71
0,3,1792056230
1,1,38
9,3,1115979281
2,1,90
6,3,2011673551
5,8,16414472710259207867
3,3,1612585997
8,3,18446744073707184240
7,1,33
4,1,49
0,3,1444599471
1,1,67
9,3,1292192461
2,1,50
6,3,1982041837
5,8,5060244156138736456
3,3,1347058228
8,3,1341348524
7,1,29
4,1,31
0,3,399114544
1,1,97
9,3,1639577045
2,1,64
6,3,1343928158
5,8,10039059886872819058
3,3,940512645
8,3,1166603266
7,1,126
4,1,58
0,3,1935755201
1,1,64
9,3,611484728
2,1,24
6,3,1997146190
5,8,7234170512431982956
3,3,1485554704
8,3,1953857590
7,1,72
4,1,31
0,3,872855015
1,1,9
9,3,1438155215
2,1,71
6,3,1528149001
5,8,6826347632602737297
8,3,449158769
3,3,189497894
7,1,119
4,1,19
0,3,1503812008
1,1,6
9,3,2005913868
2,1,43
6,3,1730133704
5,8,17787598699804554971
8,3,1240376499
3,3,1466995614
7,1,111
4,1,45
0,3,1685446194
1,1,90
9,3,1417719359
2,1,9
6,3,762710531
5,8,5207351169850867056
8,3,1672904951
3,3,1849445155
7,1,39
4,1,64
0,3,438492576
1,1,119
9,3,515209955
2,1,64
6,3,1763988385
5,8,8726890777392436528
8,3,117890917
3,3,257304271
7,1,19
4,1,39
0,3,484547637
1,1,108
9,3,1791763875
2,1,57
5,8,10163701518438613413
6,3,671990230
8,3,304535666
3,3,1194381316
7,1,47
4,1,37
0,3,1849570962
1,1,77
9,3,880858260
2,1,7
5,8,9783568350122635729
6,3,65519569
8,3,1948690390
3,3,590795786
7,1,30
4,1,48
0,3,1604942352
1,1,84
2,1,93
9,3,1174480081
5,8,16942270517657826108
6,3,496043588
8,3,199734476
3,3,1152447219
7,1,90
4,1,36
0,3,234695039
1,1,112
9,3,1332034135
2,1,121
5,8,16388941358815725086
6,3,610974274
8,3,1623237301
3,3,803502688
7,1,124
4,1,99
0,3,1428815321
1,1,24
9,3,691034394
2,1,22
5,8,12734138445486271382
6,3,542622540
8,3,385804267
3,3,1444016400
7,1,81
4,1,41
0,3,280406644
1,1,111
9,3,1196104676
2,1,99
1,1,6
3,8,5339291461005902498
4,8,15126470910817230683
3,8,1016713487406521113
3,8,14014065275548185825
4,8,3721715351844541261
8,1,119
7,1,92
5,8,16652287925346731149
4,8,10920032176821775612
8,1,117
6,3,1762050764
0,8,5014064480509580861
2,8,2358810933288792150
7,1,27
1,3,1159425288
9,8,13809259727518436607
5,8,9762758452019289046
3,8,5699406723349138258
6,3,1313931440
0,8,14172219855816422261
2,8,14901991046823635476
4,8,12493361384338473076
8,1,121
1,3,1590927973
7,1,53
9,8,8786994906869768749
5,8,7590763676364893000
3,8,1305618189145062154
6,3,219498591
0,8,4158073002074290337
2,8,10905459522284757802
4,8,10588245664501343946
8,1,37
1,3,854685162
7,1,20
9,8,880370955410239804
5,8,3700637476062951233
3,8,17336480558140407823
6,3,608912401
0,8,9653008434125740192
2,8,14297292152879189650
4,8,15840973971941666885
8,1,106
1,3,2025318754
7,1,9
9,8,2914349688096295535
5,8,11922856743537822733
3,8,16599576285647690394
6,3,1656889353
0,8,6421897599188362813
2,8,15922124513157024385
4,8,16987209313754318103
8,1,59
1,3,1228930016
7,1,12
9,8,3549316381266254590
5,8,3533139675815609982
3,8,11577318214836999140
6,3,323414294
0,8,10777156347256555926
2,8,1996849836040479148
4,8,6170070544743745740
8,1,77
1,3,421252917
7,1,119
9,8,9502744671895303627
5,8,2530841178149171364
3,8,17721733523605448329
0,8,9063428981405702329
6,3,1585307210
2,8,11740717789869619208
4,8,8045007458276170382
8,1,7
1,3,1935405359
7,1,111
9,8,8732116656868326001
5,8,8846671977699279242
3,8,6771035089498078407
0,8,7944669061185439577
6,3,637547026
2,8,3024787447320495060
4,8,16996353632595327792
8,1,89
1,3,1540918059
7,1,56
9,8,17747278126415864748
5,8,8178614710650089969
3,8,13532332586217657072
0,8,12202990001532942928
6,3,1951582436
2,8,16385008541966337336
4,8,5664978610628192540
8,1,17
1,3,460051453
7,1,104
9,8,2080395920198066167
3,8,10616828693970283484
0,8,6281119012889162837
6,3,998070134
2,8,11862961580046216031
4,8,11462999105469883159
8,1,15
1,3,521930307
7,1,72
9,8,4051432950496685413
5,8,12100932487710312887
3,8,16010449210887516941
0,8,4514612636540723734
6,3,720587435
2,8,15145465031689242717
4,8,9917266835238494639
8,1,110
1,3,189609243
7,1,22
9,8,2283242186451205203
5,8,16634275579395585966
3,8,12919964312771082029
3,3,845598242
0,8,10541821356846132199
1,3,515914482
3,8,1055366252607458796
1,8,11915723787336802363
4,3,1633808306
0,8,17735551794147333397
6,8,7176588524808636997
6,8,9165943035774951922
5,8,17907945675235032560
4,3,589306734
8,3,490244281
3,1,126
9,8,12641622833111110784
7,8,148088121311177452
5,8,6139201884898082503
4,3,947744260
8,3,606559411
2,8,1466245000393672343
1,3,440731819
3,1,121
0,8,3621412883208173425
6,8,10942443484341832290
9,8,10934520945640511778
7,8,9353520262718890782
2,8,1419452815071158444
1,3,1716163878
5,8,585323295632959078
4,3,474233081
8,3,1272953119
3,1,13
0,8,13433441787276397561
6,8,18037141677949533828
7,8,16869859180510248691
9,8,10120048240649077790
2,8,13500225714944097526
1,3,1764804154
5,8,12600918843740625748
4,3,1965135747
8,3,1158517848
3,1,17
0,8,6734713795592362265
6,8,1593169518279815553
7,8,18281453147231458315
9,8,11915366144713447918
2,8,11830766167870589599
1,3,434341016
5,8,15603487991734158661
8,3,689550687
4,3,1885423284
3,1,98
0,8,12209695271053122709
6,8,11901215983678281299
7,8,6083215453272292682
9,8,3116444575171613901
2,8,2811045406076362836
1,3,1462667299
5,8,14758570703874449556
8,3,1613094543
4,3,1820153336
3,1,65
0,8,2862136588568551010
1,1,33
3,8,7997720460158672168
4,8,12768484463892241131
8,3,389585677
1,1,47
3,8,7435292910205553408
4,8,1694749911679630127
8,3,362537
7,3,832633458
9,1,70
7,3,917477366
6,3,2000265017
9,1,76
5,8,5455733768907026781
2,1,40
6,3,3202184
0,3,600870295
5,8,14743845191044508611
1,1,60
4,8,5054895531050973180
3,8,14577354303801397851
8,3,50942044
2,1,18
7,3,404681809
9,1,60
6,3,1871534953
0,3,1935122474
5,8,1335939441747278166
1,1,38
4,8,4882468052415539097
3,8,15827791540294383617
8,3,1503071177
2,1,19
7,3,2023583142
9,1,23
6,3,1328239930
0,3,16410046
5,8,12474730499821646937
1,1,26
4,8,1518739539832333283
3,8,17063154961678758230
8,3,485866965
2,1,4
7,3,220919426
9,1,33
6,3,1529137372
0,3,1719379214
5,8,1796193704740357327
1,1,117
4,8,15723085667833920427
3,8,3893322204919605538
8,3,167593262
2,1,47
7,3,1418715683
9,1,2
6,3,871311679
0,3,661276775
5,8,6916416666608752023
1,1,82
4,8,11324300534028615839
3,8,18288080205028826903
8,3,1499743702
2,1,23
7,3,459062063
9,1,123
